StoreID,MSA,City,ST,Zip,ClientVCompetitor,Division
9660000547,"RICHMOND, VA",RICHMOND,VA,23294,Grocery Client,DivisionP
9660000548,"RICHMOND, VA",NORTH CHESTERFIELD,VA,23235,Grocery Client,DivisionP
9660000549,"RICHMOND, VA",RICHMOND,VA,23231,Grocery Client,DivisionP
9660000550,"RICHMOND, VA",Henrico,VA,23238,Grocery Client,DivisionP
9660000551,"RICHMOND, VA",RICHMOND,VA,23221,Grocery Client,DivisionP
9660000552,"RICHMOND, VA",MIDLOTHIAN,VA,23113,Grocery Client,DivisionP
9660000553,"RICHMOND, VA",RICHMOND,VA,23230,Grocery Client,DivisionP
9660000554,"RICHMOND, VA",MECHANICSVILLE,VA,23111,Grocery Client,DivisionP
9660000555,"RICHMOND, VA",RICHMOND,VA,23220,Grocery Client,DivisionP
9660000556,"RICHMOND, VA",MIDLOTHIAN,VA,23112,Grocery Client,DivisionP
9660000557,"RICHMOND, VA",NORTH CHESTERFIELD,VA,23225,Grocery Client,DivisionP
9660000558,"RICHMOND, VA",MECHANICSVILLE,VA,23116,Grocery Client,DivisionP
9660000559,"RICHMOND, VA",RICHMOND,VA,23233,Grocery Client,DivisionP
9660000560,"RICHMOND, VA",CHESTER,VA,23831,Grocery Client,DivisionP
9660000561,"RICHMOND, VA",MIDLOTHIAN,VA,23113,Grocery Client,DivisionP
9660000562,"RICHMOND, VA",Henrico,VA,23229,Grocery Client,DivisionP
9660000563,VIRGINIA BEACH-NORFO,VIRGINIA BEACH,VA,23455,Grocery Client,DivisionP
9660000564,VIRGINIA BEACH-NORFO,VIRGINIA BEACH,VA,23454,Grocery Client,DivisionP
9660000567,VIRGINIA BEACH-NORFO,VIRGINIA BEACH,VA,23464,Grocery Client,DivisionP
9660000569,VIRGINIA BEACH-NORFO,VIRGINIA BEACH,VA,23452,Grocery Client,DivisionP
9660000570,VIRGINIA BEACH-NORFO,VIRGINIA BEACH,VA,23453,Grocery Client,DivisionP
9660000596,"TUCSON, AZ",TUCSON,AZ,85711,Grocery Client,DivisionK
9660000597,"TUCSON, AZ",TUCSON,AZ,85737,Grocery Client,DivisionK
9660000599,"TUCSON, AZ",TUCSON,AZ,85713,Grocery Client,DivisionK
9660000600,"TUCSON, AZ",TUCSON,AZ,85705,Grocery Client,DivisionK
9660000601,"TUCSON, AZ",TUCSON,AZ,85730,Grocery Client,DivisionK
9660000602,"TUCSON, AZ",TUCSON,AZ,85710,Grocery Client,DivisionK
9660000603,"TUCSON, AZ",TUCSON,AZ,85741,Grocery Client,DivisionK
9660000604,"TUCSON, AZ",TUCSON,AZ,85710,Grocery Client,DivisionK
9660000605,"TUCSON, AZ",TUCSON,AZ,85743,Grocery Client,DivisionK
9660000606,"TUCSON, AZ",TUCSON,AZ,85714,Grocery Client,DivisionK
9660000607,NON-MET AREA,SIERRA VISTA,AZ,85635,Grocery Client,DivisionK
9660000608,"TUCSON, AZ",TUCSON,AZ,85747,Grocery Client,DivisionK
9660000609,"TUCSON, AZ",TUCSON,AZ,85737,Grocery Client,DivisionK
9660000611,"TUCSON, AZ",TUCSON,AZ,85712,Grocery Client,DivisionK
9660000612,"TUCSON, AZ",TUCSON,AZ,85710,Grocery Client,DivisionK
9660000613,"TUCSON, AZ",TUCSON,AZ,85719,Grocery Client,DivisionK
9660000614,"TUCSON, AZ",SAHUARITA,AZ,85629,Grocery Client,DivisionK
9660000615,"TUCSON, AZ",MARANA,AZ,85658,Grocery Client,DivisionK
9660000641,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85016,Grocery Client,DivisionK
9660000642,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85257,Grocery Client,DivisionK
9660000643,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85306,Grocery Client,DivisionK
9660000644,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85301,Grocery Client,DivisionK
9660000645,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85303,Grocery Client,DivisionK
9660000646,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85023,Grocery Client,DivisionK
9660000647,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85234,Grocery Client,DivisionK
9660000648,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85283,Grocery Client,DivisionK
9660000649,PHOENIX-MESA-SCOTTSD,MESA,AZ,85215,Grocery Client,DivisionK
9660000651,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85251,Grocery Client,DivisionK
9660000652,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85302,Grocery Client,DivisionK
9660000653,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85044,Grocery Client,DivisionK
9660000654,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85308,Grocery Client,DivisionK
9660000655,PHOENIX-MESA-SCOTTSD,CHANDLER,AZ,85225,Grocery Client,DivisionK
9660000657,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85053,Grocery Client,DivisionK
9660000658,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85283,Grocery Client,DivisionK
9660000659,PHOENIX-MESA-SCOTTSD,PEORIA,AZ,85381,Grocery Client,DivisionK
9660000660,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85042,Grocery Client,DivisionK
9660000661,PHOENIX-MESA-SCOTTSD,CHANDLER,AZ,85224,Grocery Client,DivisionK
9660000662,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85233,Grocery Client,DivisionK
9660000663,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85254,Grocery Client,DivisionK
9660000664,PHOENIX-MESA-SCOTTSD,MESA,AZ,85206,Grocery Client,DivisionK
9660000665,PHOENIX-MESA-SCOTTSD,PEORIA,AZ,85345,Grocery Client,DivisionK
9660000666,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85308,Grocery Client,DivisionK
9660000667,PHOENIX-MESA-SCOTTSD,SURPRISE,AZ,85374,Grocery Client,DivisionK
9660000668,PHOENIX-MESA-SCOTTSD,MESA,AZ,85210,Grocery Client,DivisionK
9660000669,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85296,Grocery Client,DivisionK
9660000670,PHOENIX-MESA-SCOTTSD,AVONDALE,AZ,85392,Grocery Client,DivisionK
9660000671,PHOENIX-MESA-SCOTTSD,CAVE CREEK,AZ,85331,Grocery Client,DivisionK
9660000672,PHOENIX-MESA-SCOTTSD,CHANDLER,AZ,85286,Grocery Client,DivisionK
9660000673,PHOENIX-MESA-SCOTTSD,FOUNTAIN HILLS,AZ,85268,Grocery Client,DivisionK
9660000674,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85295,Grocery Client,DivisionK
9660000675,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85310,Grocery Client,DivisionK
9660000676,PHOENIX-MESA-SCOTTSD,PEORIA,AZ,85382,Grocery Client,DivisionK
9660000677,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85295,Grocery Client,DivisionK
9660000678,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85086,Grocery Client,DivisionK
9660000679,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85043,Grocery Client,DivisionK
9660000680,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85042,Grocery Client,DivisionK
9660000681,PHOENIX-MESA-SCOTTSD,LAVEEN,AZ,85339,Grocery Client,DivisionK
9660000682,PHOENIX-MESA-SCOTTSD,AVONDALE,AZ,85323,Grocery Client,DivisionK
9660000683,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85282,Grocery Client,DivisionK
9660000684,PHOENIX-MESA-SCOTTSD,AVONDALE,AZ,85392,Grocery Client,DivisionK
9660000685,PHOENIX-MESA-SCOTTSD,MESA,AZ,85201,Grocery Client,DivisionK
9660000686,PHOENIX-MESA-SCOTTSD,PEORIA,AZ,85382,Grocery Client,DivisionK
9660000687,PHOENIX-MESA-SCOTTSD,MESA,AZ,85208,Grocery Client,DivisionK
9660000688,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85254,Grocery Client,DivisionK
9660000689,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85032,Grocery Client,DivisionK
9660000690,PHOENIX-MESA-SCOTTSD,SUN CITY,AZ,85351,Grocery Client,DivisionK
9660000691,PHOENIX-MESA-SCOTTSD,MESA,AZ,85204,Grocery Client,DivisionK
9660000692,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85282,Grocery Client,DivisionK
9660000693,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85258,Grocery Client,DivisionK
9660000694,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85033,Grocery Client,DivisionK
9660000695,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85029,Grocery Client,DivisionK
9660000696,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85013,Grocery Client,DivisionK
9660000697,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85016,Grocery Client,DivisionK
9660000700,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85018,Grocery Client,DivisionK
9660000701,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85301,Grocery Client,DivisionK
9660000702,PHOENIX-MESA-SCOTTSD,CAVE CREEK,AZ,85331,Grocery Client,DivisionK
9660000703,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85282,Grocery Client,DivisionK
9660000704,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85020,Grocery Client,DivisionK
9660000705,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85009,Grocery Client,DivisionK
9660000706,PHOENIX-MESA-SCOTTSD,MESA,AZ,85205,Grocery Client,DivisionK
9660000707,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85028,Grocery Client,DivisionK
9660000708,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85053,Grocery Client,DivisionK
9660000709,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85032,Grocery Client,DivisionK
9660000710,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85037,Grocery Client,DivisionK
9660000711,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85258,Grocery Client,DivisionK
9660000712,PHOENIX-MESA-SCOTTSD,MESA,AZ,85203,Grocery Client,DivisionK
9660000713,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85021,Grocery Client,DivisionK
9660000714,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85233,Grocery Client,DivisionK
9660000715,PHOENIX-MESA-SCOTTSD,GLENDALE,AZ,85308,Grocery Client,DivisionK
9660000716,PHOENIX-MESA-SCOTTSD,TEMPE,AZ,85284,Grocery Client,DivisionK
9660000717,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85048,Grocery Client,DivisionK
9660000718,PHOENIX-MESA-SCOTTSD,PHOENIX,AZ,85029,Grocery Client,DivisionK
9660000719,PHOENIX-MESA-SCOTTSD,CHANDLER,AZ,85249,Grocery Client,DivisionK
9660000720,PHOENIX-MESA-SCOTTSD,GILBERT,AZ,85298,Grocery Client,DivisionK
9660000721,PHOENIX-MESA-SCOTTSD,SCOTTSDALE,AZ,85255,Grocery Client,DivisionK
9660000722,PHOENIX-MESA-SCOTTSD,SURPRISE,AZ,85379,Grocery Client,DivisionK
9660000723,PHOENIX-MESA-SCOTTSD,BUCKEYE,AZ,85326,Grocery Client,DivisionK
9660000724,PHOENIX-MESA-SCOTTSD,GOODYEAR,AZ,85338,Grocery Client,DivisionK
9660000725,PHOENIX-MESA-SCOTTSD,SURPRISE,AZ,85388,Grocery Client,DivisionK
9660000767,NON-MET AREA,CAMPBELLSVILLE,KY,42718,Grocery Client,DivisionN
9660000768,NON-MET AREA,CAMPBELLSVILLE,KY,42718,Grocery Client,DivisionN
9660000769,NON-MET AREA,MURPHYSBORO,IL,62966,Grocery Client,DivisionN
9660000770,NON-MET AREA,CARBONDALE,IL,62902,Grocery Client,DivisionN
9660000771,NON-MET AREA,POWDERLY,KY,42367,Grocery Client,DivisionN
9660000772,NON-MET AREA,CORBIN,KY,40701,Grocery Client,DivisionN
9660000773,NON-MET AREA,CORBIN,KY,40701,Grocery Client,DivisionN
9660000774,NON-MET AREA,DANVILLE,KY,40422,Grocery Client,DivisionN
9660000775,"ELIZABETHTOWN, KY",ELIZABETHTOWN,KY,42701,Grocery Client,DivisionN
9660000776,"ELIZABETHTOWN, KY",ELIZABETHTOWN,KY,42701,Grocery Client,DivisionN
9660000777,NON-MET AREA,FRANKFORT,KY,40601,Grocery Client,DivisionN
9660000778,NON-MET AREA,FRANKFORT,KY,40601,Grocery Client,DivisionN
9660000779,NON-MET AREA,LAWRENCEBURG,KY,40342,Grocery Client,DivisionN
9660000780,NON-MET AREA,HARRISBURG,IL,62946,Grocery Client,DivisionN
9660000782,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40517,Grocery Client,DivisionN
9660000783,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40503,Grocery Client,DivisionN
9660000784,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40505,Grocery Client,DivisionN
9660000785,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40504,Grocery Client,DivisionN
9660000787,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40514,Grocery Client,DivisionN
9660000788,"LEXINGTON-FAYETTE, K",WINCHESTER,KY,40391,Grocery Client,DivisionN
9660000789,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40509,Grocery Client,DivisionN
9660000790,"LEXINGTON-FAYETTE, K",NICHOLASVILLE,KY,40356,Grocery Client,DivisionN
9660000791,"LEXINGTON-FAYETTE, K",NICHOLASVILLE,KY,40356,Grocery Client,DivisionN
9660000793,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40515,Grocery Client,DivisionN
9660000794,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40502,Grocery Client,DivisionN
9660000795,"LEXINGTON-FAYETTE, K",NICHOLASVILLE,KY,40356,Grocery Client,DivisionN
9660000796,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40513,Grocery Client,DivisionN
9660000797,"LEXINGTON-FAYETTE, K",LEXINGTON,KY,40511,Grocery Client,DivisionN
9660000798,"LEXINGTON-FAYETTE, K",GEORGETOWN,KY,40324,Grocery Client,DivisionN
9660000799,NON-MET AREA,LONDON,KY,40741,Grocery Client,DivisionN
9660000800,NON-MET AREA,LONDON,KY,40741,Grocery Client,DivisionN
9660000801,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40222,Grocery Client,DivisionN
9660000803,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40206,Grocery Client,DivisionN
9660000805,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40258,Grocery Client,DivisionN
9660000806,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40223,Grocery Client,DivisionN
9660000807,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40211,Grocery Client,DivisionN
9660000808,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40214,Grocery Client,DivisionN
9660000809,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40205,Grocery Client,DivisionN
9660000810,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40220,Grocery Client,DivisionN
9660000812,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40214,Grocery Client,DivisionN
9660000813,"LOUISVILLE, KY-IN",MIDDLETOWN,KY,40243,Grocery Client,DivisionN
9660000814,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40291,Grocery Client,DivisionN
9660000815,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40229,Grocery Client,DivisionN
9660000816,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40219,Grocery Client,DivisionN
9660000817,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40299,Grocery Client,DivisionN
9660000819,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40207,Grocery Client,DivisionN
9660000820,"LOUISVILLE, KY-IN",PROSPECT,KY,40059,Grocery Client,DivisionN
9660000821,"LOUISVILLE, KY-IN",LAGRANGE,KY,40031,Grocery Client,DivisionN
9660000822,"LOUISVILLE, KY-IN",NEW ALBANY,IN,47150,Grocery Client,DivisionN
9660000823,"LOUISVILLE, KY-IN",NEW ALBANY,IN,47150,Grocery Client,DivisionN
9660000824,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40213,Grocery Client,DivisionN
9660000825,"LOUISVILLE, KY-IN",BARDSTOWN,KY,40004,Grocery Client,DivisionN
9660000826,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40241,Grocery Client,DivisionN
9660000827,"LOUISVILLE, KY-IN",SHEPHERDSVILLE,KY,40165,Grocery Client,DivisionN
9660000828,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40218,Grocery Client,DivisionN
9660000829,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40245,Grocery Client,DivisionN
9660000830,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40299,Grocery Client,DivisionN
9660000831,"LOUISVILLE, KY-IN",NEW ALBANY,IN,47150,Grocery Client,DivisionN
9660000832,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40208,Grocery Client,DivisionN
9660000833,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40217,Grocery Client,DivisionN
9660000834,"LOUISVILLE, KY-IN",CLARKSVILLE,IN,47129,Grocery Client,DivisionN
9660000835,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40212,Grocery Client,DivisionN
9660000836,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40241,Grocery Client,DivisionN
9660000837,"LOUISVILLE, KY-IN",SHELBYVILLE,KY,40065,Grocery Client,DivisionN
9660000838,"LOUISVILLE, KY-IN",LOUISVILLE,KY,40272,Grocery Client,DivisionN
9660000839,"LOUISVILLE, KY-IN",BRANDENBURG,KY,40108,Grocery Client,DivisionN
9660000840,"LOUISVILLE, KY-IN",MT WASHINGTON,KY,40047,Grocery Client,DivisionN
9660000841,NON-MET AREA,MADISON,IN,47250,Grocery Client,DivisionN
9660000842,NON-MET AREA,MADISONVILLE,KY,42431,Grocery Client,DivisionN
9660000843,NON-MET AREA,MARION,IL,62959,Grocery Client,DivisionN
9660000844,NON-MET AREA,HERRIN,IL,62948,Grocery Client,DivisionN
9660000845,NON-MET AREA,MIDDLESBORO,KY,40965,Grocery Client,DivisionN
9660000846,NON-MET AREA,MT STERLING,KY,40353,Grocery Client,DivisionN
9660000847,NON-MET AREA,MOUNT VERNON,IL,62864,Grocery Client,DivisionN
9660000848,"OWENSBORO, KY",OWENSBORO,KY,42303,Grocery Client,DivisionN
9660000849,"OWENSBORO, KY",OWENSBORO,KY,42301,Grocery Client,DivisionN
9660000850,"OWENSBORO, KY",OWENSBORO,KY,42301,Grocery Client,DivisionN
9660000851,NON-MET AREA,RICHMOND,KY,40475,Grocery Client,DivisionN
9660000853,NON-MET AREA,SOMERSET,KY,42501,Grocery Client,DivisionN
9660000854,NON-MET AREA,HARRODSBURG,KY,40330,Grocery Client,DivisionN
9660000855,NON-MET AREA,STANTON,KY,40380,Grocery Client,DivisionN
9660000857,NON-MET AREA,ANNA,IL,62906,Grocery Client,DivisionN
9660000858,NON-MET AREA,W FRANKFORT,IL,62896,Grocery Client,DivisionN
9660000859,NON-MET AREA,CARROLLTON,KY,41008,Grocery Client,DivisionN
9660000860,NON-MET AREA,LEBANON,KY,40033,Grocery Client,DivisionN
9660000861,NON-MET AREA,MOREHEAD,KY,40351,Grocery Client,DivisionN
9660000862,NON-MET AREA,RUSSELL SPRINGS,KY,42642,Grocery Client,DivisionN
9660000865,NON-MET AREA,NASHVILLE,IL,62263,Grocery Client,DivisionN
9660000891,NON-MET AREA,STERLING,IL,61081,Grocery Client,DivisionB
9660000892,NON-MET AREA,OTTAWA,IL,61350,Grocery Client,DivisionB
9660000893,NON-MET AREA,OTTAWA,IL,61350,Grocery Client,DivisionB
9660000894,NON-MET AREA,STREATOR,IL,61364,Grocery Client,DivisionB
9660000895,NON-MET AREA,CANTON,IL,61520,Grocery Client,DivisionB
9660000896,"PEORIA, IL",CHILLICOTHE,IL,61523,Grocery Client,DivisionB
9660000897,"PEORIA, IL",MORTON,IL,61550,Grocery Client,DivisionB
9660000898,"PEORIA, IL",PEKIN,IL,61554,Grocery Client,DivisionB
9660000899,"PEORIA, IL",WASHINGTON,IL,61571,Grocery Client,DivisionB
9660000902,"PEORIA, IL",PEORIA,IL,61604,Grocery Client,DivisionB
9660000903,"PEORIA, IL",BARTONVILLE,IL,61607,Grocery Client,DivisionB
9660000904,"PEORIA, IL",EAST PEORIA,IL,61611,Grocery Client,DivisionB
9660000905,"PEORIA, IL",PEORIA,IL,61614,Grocery Client,DivisionB
9660000906,"PEORIA, IL",PEORIA,IL,61615,Grocery Client,DivisionB
9660001103,Clarksville,Clarksville,TN,37042,Competitor,DivisionQ
9660001104,NON-MET AREA,Spring Hill,TN,37174,Competitor,DivisionQ
9660001105,"COLUMBIA, SC",Irmo,SC,29063,Grocery Client,DivisionA
9660001106,"COLUMBIA, SC",Columbia,SC,29204,Grocery Client,DivisionA
9660001107,MYRTLE BEACH-CONWAY-,Myrtle Beach,SC,29572,Grocery Client,DivisionA
9660001108,MYRTLE BEACH-CONWAY-,North Myrtle Beach,SC,29582,Grocery Client,DivisionA
9660001109,MYRTLE BEACH-CONWAY-,Murrells Inlet,SC,29576,Grocery Client,DivisionA
9660001110,MYRTLE BEACH-CONWAY-,Myrtle Beach,SC,29579,Grocery Client,DivisionA
9660001111,ATLANTA-SANDY SPRING,Atlanta,GA,30339,Grocery Client,DivisionA
9660001112,ATLANTA-SANDY SPRING,Dunwoody,GA,30338,Grocery Client,DivisionA
9660001113,ATLANTA-SANDY SPRING,Tucker,GA,30084,Grocery Client,DivisionA
9660001114,ATLANTA-SANDY SPRING,Covington,GA,30014,Grocery Client,DivisionA
9660001115,ATLANTA-SANDY SPRING,Atlanta,GA,30329,Grocery Client,DivisionA
9660001117,AUGUSTA-RICHMOND COU,Augusta,GA,30909,Grocery Client,DivisionA
9660001118,ATLANTA-SANDY SPRING,Union City,GA,30291,Grocery Client,DivisionA
9660001119,ATHENS-CLARKE COUNTY,Athens,GA,30605,Grocery Client,DivisionA
9660001120,"WARNER ROBINS, GA",Warner Robins,GA,31088,Grocery Client,DivisionA
9660001121,ATLANTA-SANDY SPRING,Atlanta,GA,30305,Grocery Client,DivisionA
9660001122,"AUBURN-OPELIKA, AL",Auburn,AL,36830,Grocery Client,DivisionA
9660001123,"DALTON, GA",Dalton,GA,30721,Grocery Client,DivisionA
9660001124,ATLANTA-SANDY SPRING,Acworth,GA,30102,Grocery Client,DivisionA
9660001126,AUGUSTA-RICHMOND COU,Martinez,GA,30907,Grocery Client,DivisionA
9660001128,ATLANTA-SANDY SPRING,Atlanta,GA,30324,Grocery Client,DivisionA
9660001129,ATLANTA-SANDY SPRING,Decatur,GA,30032,Grocery Client,DivisionA
9660001131,NON-MET AREA,Lanett,AL,36863,Grocery Client,DivisionA
9660001133,ATLANTA-SANDY SPRING,Fayetteville,GA,30214,Grocery Client,DivisionA
9660001134,ATLANTA-SANDY SPRING,Atlanta,GA,30329,Grocery Client,DivisionA
9660001135,ATLANTA-SANDY SPRING,Riverdale,GA,30274,Grocery Client,DivisionA
9660001136,ATLANTA-SANDY SPRING,Conyers,GA,30013,Grocery Client,DivisionA
9660001137,ATLANTA-SANDY SPRING,Atlanta,GA,30350,Grocery Client,DivisionA
9660001138,"MACON, GA",Macon,GA,31211,Grocery Client,DivisionA
9660001139,ATLANTA-SANDY SPRING,Marietta,GA,30067,Grocery Client,DivisionA
9660001140,ATLANTA-SANDY SPRING,Marietta,GA,30068,Grocery Client,DivisionA
9660001141,NON-MET AREA,Lagrange,GA,30241,Grocery Client,DivisionA
9660001142,ATLANTA-SANDY SPRING,Alpharetta,GA,30022,Grocery Client,DivisionA
9660001143,ATLANTA-SANDY SPRING,Atlanta,GA,30318,Grocery Client,DivisionA
9660001144,ATLANTA-SANDY SPRING,Atlanta,GA,30342,Grocery Client,DivisionA
9660001145,ATLANTA-SANDY SPRING,Lawrenceville,GA,30046,Grocery Client,DivisionA
9660001146,ATLANTA-SANDY SPRING,Stone Mountain,GA,30088,Grocery Client,DivisionA
9660001147,"MACON, GA",Macon,GA,31210,Grocery Client,DivisionA
9660001148,ATLANTA-SANDY SPRING,Marietta,GA,30064,Grocery Client,DivisionA
9660001149,ATLANTA-SANDY SPRING,Newnan,GA,30263,Grocery Client,DivisionA
9660001150,ATLANTA-SANDY SPRING,Atlanta,GA,30315,Grocery Client,DivisionA
9660001151,ATLANTA-SANDY SPRING,Marietta,GA,30066,Grocery Client,DivisionA
9660001152,ATLANTA-SANDY SPRING,Douglasville,GA,30135,Grocery Client,DivisionA
9660001153,ATLANTA-SANDY SPRING,Carrollton,GA,30117,Grocery Client,DivisionA
9660001154,ATLANTA-SANDY SPRING,Stockbridge,GA,30281,Grocery Client,DivisionA
9660001156,ATLANTA-SANDY SPRING,Jonesboro,GA,30236,Grocery Client,DivisionA
9660001157,ATLANTA-SANDY SPRING,Lawrenceville,GA,30043,Grocery Client,DivisionA
9660001158,ATLANTA-SANDY SPRING,Decatur,GA,30035,Grocery Client,DivisionA
9660001159,ATLANTA-SANDY SPRING,Lithia Springs,GA,30122,Grocery Client,DivisionA
9660001160,"MACON, GA",Macon,GA,31210,Grocery Client,DivisionA
9660001161,ATLANTA-SANDY SPRING,Duluth,GA,30096,Grocery Client,DivisionA
9660001162,ATLANTA-SANDY SPRING,Peachtree City,GA,30269,Grocery Client,DivisionA
9660001163,ATLANTA-SANDY SPRING,Norcross,GA,30093,Grocery Client,DivisionA
9660001164,ATLANTA-SANDY SPRING,Alpharetta,GA,30022,Grocery Client,DivisionA
9660001165,ATLANTA-SANDY SPRING,Douglasville,GA,30134,Grocery Client,DivisionA
9660001166,NON-MET AREA,Calhoun,GA,30701,Grocery Client,DivisionA
9660001167,ATLANTA-SANDY SPRING,Lilburn,GA,30047,Grocery Client,DivisionA
9660001168,ATLANTA-SANDY SPRING,Acworth,GA,30101,Grocery Client,DivisionA
9660001169,"MACON, GA",Macon,GA,31216,Grocery Client,DivisionA
9660001170,ATLANTA-SANDY SPRING,Canton,GA,30114,Grocery Client,DivisionA
9660001172,ATLANTA-SANDY SPRING,Mcdonough,GA,30253,Grocery Client,DivisionA
9660001173,"WARNER ROBINS, GA",Perry,GA,31069,Grocery Client,DivisionA
9660001174,ATLANTA-SANDY SPRING,Canton,GA,30115,Grocery Client,DivisionA
9660001176,"MACON, GA",Macon,GA,31206,Grocery Client,DivisionA
9660001177,ATLANTA-SANDY SPRING,Atlanta,GA,30310,Grocery Client,DivisionA
9660001178,ATLANTA-SANDY SPRING,Jonesboro,GA,30236,Grocery Client,DivisionA
9660001179,AUGUSTA-RICHMOND COU,Evans,GA,30809,Grocery Client,DivisionA
9660001180,ATLANTA-SANDY SPRING,Alpharetta,GA,30004,Grocery Client,DivisionA
9660001181,"GAINESVILLE, GA",Flowery Branch,GA,30542,Grocery Client,DivisionA
9660001182,"SAVANNAH, GA",Savannah,GA,31401,Grocery Client,DivisionA
9660001183,ATLANTA-SANDY SPRING,Woodstock,GA,30188,Grocery Client,DivisionA
9660001184,ATLANTA-SANDY SPRING,Newnan,GA,30265,Grocery Client,DivisionA
9660001185,ATLANTA-SANDY SPRING,Peachtree City,GA,30269,Grocery Client,DivisionA
9660001187,ATLANTA-SANDY SPRING,Lawrenceville,GA,30043,Grocery Client,DivisionA
9660001188,"MACON, GA",Macon,GA,31210,Grocery Client,DivisionA
9660001189,ATLANTA-SANDY SPRING,Suwanee,GA,30024,Grocery Client,DivisionA
